Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300005403 assembled Ga0074197_100017431,Ga0074197_100017431,"Methyl coenzyme M reductase, alpha subunit",3300005403,"Bioremediated contaminated groundwater microbial communities from EPA Superfund site, New Mexico - SAE3-05 reassembly with SPADES (*) (MER-FS) (assembled)",1,1704,568,Ga0074197_1000174,,Ga0074197_1000174,95094,0.45,107,"COG4058===Methyl coenzyme M reductase, alpha subunit===900",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300000507 assembled Draft_1044062,Draft_1044062,"Methyl coenzyme M reductase, alpha subunit",3300000507,"Coal-degrading lab enrichment microbial communities from Bowden, Alberta, Canada- QSAFCN5 (*) (MER-FS) (assembled)",1,1314,438,Draft_104406,,Draft_104406,1902,0.52,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===716",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,,
3300001580 assembled Draft_100100094,Draft_100100094,"Methyl coenzyme M reductase, alpha subunit",3300001580,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Microbes from Suncor taillings pond 6 2012TP6_6 (*) (MER-FS) (assembled)",1,1707,569,Draft_10010009,,Draft_10010009,8121,0.57,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===879",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,6.8-7.1,
3300000568 assembled Draft_100828341,Draft_100828341,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,1476,492,Draft_10082834,,Draft_10082834,4158,0.41,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===732",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Built environment,Petrochemical,Tailings pond,Wastewater,Hydrocarbon resource environments,,,7.26,
3300002701 assembled draft_14382725,draft_14382725,"Methyl coenzyme M reductase, alpha subunit",3300002701,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Produced water sample 10PW from MHGC oil field - MHGC10PW (*) (MER-FS) (assembled)",1,1680,560,draft_1438272,,draft_1438272,7545,0.54,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===867",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,7.2,
3300004775 assembled Ga0007798_100078502,Ga0007798_100078502,"Methyl coenzyme M reductase, alpha subunit",3300004775,"Freshwater microbial communities from Crystal Bog, Wisconsin, USA - MA17M (*) (MER-FS) (assembled)",1,1686,562,Ga0007798_10007850,,Ga0007798_10007850,2552,0.55,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===876",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Unclassified,Freshwater,,,,
3300006033 assembled Ga0075012_102256201,Ga0075012_102256201,"Methyl coenzyme M reductase, alpha subunit",3300006033,"Freshwater microbial communities in response to fracking from Pennsylvania, USA - Allegheny Zone_MetaG_DW_15 (*) (MER-FS) (assembled)",1,1317,439,Ga0075012_10225620,,Ga0075012_10225620,1318,0.48,9,"COG4058===Methyl coenzyme M reductase, alpha subunit===772",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Drilled well/Borehole,watersheds,,,,
3300005800 assembled Ga0079639_10012635,Ga0079639_10012635,"Methyl coenzyme M reductase, alpha subunit",3300005800,"Sediment microbial communities of hot springs in Rotorua, New Zealand - Tikitere hot spring, NZ13 (*) (MER-FS) (assembled)",1,1671,557,Ga0079639_1001263,,Ga0079639_1001263,8847,0.47,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===927",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Sediment,Thermal springs,Unclassified,thermal hot spring,,,6,
3300006634 assembled Ga0079290_1005003,Ga0079290_1005003,"Methyl coenzyme M reductase, alpha subunit",3300006634,"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Utica-2 Time Series 2014_10_22 (*) (MER-FS) (assembled)",1,1722,574,Ga0079290_100500,,Ga0079290_100500,7789,0.46,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===901",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,"Shale gas/oil reservoir, Shale gas reservoir",Deep subsurface,Produced water/Flow back,Deep subsurface,,,5.8,
2156126002 assembled BMHB2_0551.00001890,BMHB2_0551.00001890,"Methyl coenzyme M reductase, alpha subunit",2156126002,"Microbial communities from bioreactor (seeded with anoxic lake sediment) at LBNL, California, USA - Biofuel metagenome 2 (*) (MER-FS) (assembled)",1,1224,408,BMHB2__conztt2,,BMHB2__conztt2,2921,0.58,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===610",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
3300004024 assembled Ga0055436_100412341,Ga0055436_100412341,"Methyl coenzyme M reductase, alpha subunit",3300004024,"Wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration - Browns_ThreeSqB_D2 (*) (MER-FS) (assembled)",1,1218,406,Ga0055436_10041234,,Ga0055436_10041234,1221,0.61,4,"COG4058===Methyl coenzyme M reductase, alpha subunit===687",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Wetlands,Marine,Unclassified,Natural and restored wetlands,,,,
3300005323 assembled Ga0074198_100062314,Ga0074198_100062314,"Methyl coenzyme M reductase, alpha subunit",3300005323,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-23 (*) (MER-FS) (assembled)",1,1704,568,Ga0074198_1000623,,Ga0074198_1000623,33387,0.38,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===879",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300005860 assembled Ga0080004_111372718,Ga0080004_111372718,"Methyl coenzyme M reductase, alpha subunit",3300005860,"Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (SPADES assembly) (version 2) (*) (MER-FS) (assembled)",1,1830,610,Ga0080004_1113727,,Ga0080004_1113727,20507,0.64,28,"COG4058===Methyl coenzyme M reductase, alpha subunit===507",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hot (42-90C),Thermal springs,Acidic,Sulfidic aquatic,,,,
3300001598 assembled EMG_100763784,EMG_100763784,"Methyl coenzyme M reductase, alpha subunit",3300001598,"Elephant fecal microbiome from Asian Elephant in Hamburg Zoo, Germany (*) (MER-FS) (assembled)",1,1377,459,EMG_10076378,,EMG_10076378,2749,0.53,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===664",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Asian elephant fecal ,,,,
3300004063 assembled Ga0055483_100373401,Ga0055483_100373401,"Methyl coenzyme M reductase, alpha subunit",3300004063,"Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - RushMan_CattailNLB_D2 (*) (MER-FS) (assembled)",1,1314,438,Ga0055483_10037340,,Ga0055483_10037340,1406,0.44,4,"COG4058===Methyl coenzyme M reductase, alpha subunit===768",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Wetlands,Marine,Unclassified,Natural and restored wetlands,,,,
3300006864 assembled Ga0066797_10031786,Ga0066797_10031786,"Methyl coenzyme M reductase, alpha subunit",3300006864,"Permafrost soil microbial communities from the Arctic, to analyse light accelerated degradation of dissolved organic matter (DOM) - Permafrost soil replicate 3 DNA2013-193 (*) (MER-FS) (assembled)",1,1677,559,Ga0066797_1003178,,Ga0066797_1003178,5255,0.53,30,"COG4058===Methyl coenzyme M reductase, alpha subunit===882",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Tundra,Soil,Permafrost,Soil,,,,
3300006482 assembled Ga0100242_1144322,Ga0100242_1144322,"Methyl coenzyme M reductase, alpha subunit",3300006482,"Microbial communities from pig manure storage tank from Sherbrooke, QC, Canada, enriched culture C10 (*) (MER-FS) (assembled)",1,1707,569,Ga0100242_114432,,Ga0100242_114432,2546,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===882",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Solid waste,Unclassified,Animal waste,Unclassified,Manure,,,,
3300001759 assembled CSTRM44_1041723,CSTRM44_1041723,"Methyl coenzyme M reductase, alpha subunit",3300001759,"Wastewater microbial communities from Belvaux, Luxembourg - M44 (*) (MER-FS) (assembled)",1,1200,400,CSTRM44_104172,,CSTRM44_104172,2672,0.59,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===642",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Wastewater,,,,
3300001598 assembled EMG_101613391,EMG_101613391,"Methyl coenzyme M reductase, alpha subunit",3300001598,"Elephant fecal microbiome from Asian Elephant in Hamburg Zoo, Germany (*) (MER-FS) (assembled)",1,1377,459,EMG_10161339,,EMG_10161339,1498,0.51,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===752",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Asian elephant fecal ,,,,
3300004282 assembled Ga0066599_1000165723,Ga0066599_1000165723,"Methyl coenzyme M reductase, alpha subunit",3300004282,"Freshwater pond sediment microbial communities from the University of Edinburgh, under environmental carbon perturbations - Initial sediment (*) (MER-FS) (assembled)",1,1668,556,Ga0066599_100016572,,Ga0066599_100016572,2366,0.59,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===891",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Pond,Freshwater,Sediment,Freshwater,,,,
3300003852 assembled Ga0031655_100545581,Ga0031655_100545581,"Methyl coenzyme M reductase, alpha subunit",3300003852,"Freshwater lake sediment microbial communities from the University of Notre Dame, USA, for methane emissions studies -HBP12 HB (*) (MER-FS) (assembled)",1,1275,425,Ga0031655_10054558,,Ga0031655_10054558,1736,0.55,31,"COG4058===Methyl coenzyme M reductase, alpha subunit===660",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,Freshwater lake sediment,,,,
3300001580 assembled Draft_100399091,Draft_100399091,"Methyl coenzyme M reductase, alpha subunit",3300001580,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Microbes from Suncor taillings pond 6 2012TP6_6 (*) (MER-FS) (assembled)",1,1425,475,Draft_10039909,,Draft_10039909,3140,0.59,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===719",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,6.8-7.1,
3300003535 assembled Ba1_100026726,Ba1_100026726,"Methyl coenzyme M reductase, alpha subunit",3300003535,"Petroleum reservoir microbial communities from Reconcavo Basin, Brazil, analyzing oil degradation - Bahia-well BA- 1 (*) (MER-FS) (assembled)",1,1674,558,Ba1_1000267,,Ba1_1000267,69670,0.57,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===877",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Oil,Oil reservoir,Unclassified,Petroleum reservoir ,,,,
3300005326 assembled Ga0074195_10363842,Ga0074195_10363842,"Methyl coenzyme M reductase, alpha subunit",3300005326,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-23 (*) (MER-FS) (assembled)",1,1512,504,Ga0074195_1036384,,Ga0074195_1036384,1798,0.56,89,"COG4058===Methyl coenzyme M reductase, alpha subunit===793",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300005325 assembled Ga0074199_10063451,Ga0074199_10063451,"Methyl coenzyme M reductase, alpha subunit",3300005325,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-47 (*) (MER-FS) (assembled)",1,1680,560,Ga0074199_1006345,,Ga0074199_1006345,4144,0.55,9,"COG4058===Methyl coenzyme M reductase, alpha subunit===847",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300005323 assembled Ga0074198_100009253,Ga0074198_100009253,"Methyl coenzyme M reductase, alpha subunit",3300005323,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-23 (*) (MER-FS) (assembled)",1,1707,569,Ga0074198_1000092,,Ga0074198_1000092,135837,0.55,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===875",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300005373 assembled Ga0074260_10836,Ga0074260_10836,"Methyl coenzyme M reductase, alpha subunit",3300005373,"Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,1713,571,Ga0074260_108,,Ga0074260_108,37604,0.44,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===692",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,
3300002079 assembled CSTR_10090751,CSTR_10090751,"Methyl coenzyme M reductase, alpha subunit",3300002079,Wastewater treatment plant microbial communities from Luxembourg - CSTRmetagenomics (*) (MER-FS) (assembled),1,1347,449,CSTR_1009075,,CSTR_1009075,1349,0.63,31,"COG4058===Methyl coenzyme M reductase, alpha subunit===739",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Wastewater,Unclassified,Unclassified,Unclassified,Wastewater treatment plant,,,8.05,
3300005645 assembled Ga0077109_10003761,Ga0077109_10003761,"Methyl coenzyme M reductase, alpha subunit",3300005645,Brackish water microbial communities from Lake Sakinaw in Canada: eDNA_2 (120m) v2 (version 2) (*) (MER-FS) (assembled),1,1713,571,Ga0077109_1000376,,Ga0077109_1000376,24559,0.57,71,"COG4058===Methyl coenzyme M reductase, alpha subunit===690",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,Unclassified,Brackish water,,,,
3300006470 assembled Ga0100241_10847374,Ga0100241_10847374,"Methyl coenzyme M reductase, alpha subunit",3300006470,"Microbial communities from pig manure storage tank from Sherbrooke, QC, Canada, enriched culture C7 (*) (MER-FS) (assembled)",1,1653,551,Ga0100241_108473,,Ga0100241_108473,157773,0.41,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1014",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Solid waste,Unclassified,Animal waste,Unclassified,Manure,,,,
3300006886 assembled Ga0102494_1013032,Ga0102494_1013032,"Methyl coenzyme M reductase, alpha subunit",3300006886,T0 (3) T65 (live) enrichments of Methanogenic microbial communities using Athabascan oil sands (*) (MER-FS) (assembled),1,1707,569,Ga0102494_101303,,Ga0102494_101303,5562,0.5,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===876",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,Oil Sands,,,,
3300002733 assembled codie8draft_1000159163,codie8draft_1000159163,"Methyl coenzyme M reductase, alpha subunit",3300002733,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia, Sample - Codie-8 produced water (*) (MER-FS) (assembled)",1,1665,555,codie8draft_1000159,,codie8draft_1000159,187980,0.49,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1038",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Unclassified,Deep subsurface,Unclassified,Coal-bed methane well,,,,
3300005201 assembled Ga0072941_12553731,Ga0072941_12553731,"Methyl coenzyme M reductase, alpha subunit",3300005201,"Microcerotermes gut microbial communities from Indooroopilly, Australia - IN01 metagenome (*) (MER-FS) (assembled)",1,1653,551,Ga0072941_1255373,,Ga0072941_1255373,3030,0.38,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===959",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Arthropoda: Insects,Gut,Digestive system,Unclassified,Termite gut,,,,
3300002130 assembled CSTRM48_10107911,CSTRM48_10107911,"Methyl coenzyme M reductase, alpha subunit",3300002130,"Wastewater microbial communities from Belvaux, Luxembourg - M48 (*) (MER-FS) (assembled)",1,1275,425,CSTRM48_1010791,,CSTRM48_1010791,1419,0.61,4,"COG4058===Methyl coenzyme M reductase, alpha subunit===695",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Wastewater,,,,
3300002857 assembled draft_115172541,draft_115172541,"Methyl coenzyme M reductase, alpha subunit",3300002857,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Tailing Pond Surface TP_surface (*) (MER-FS) (assembled)",1,1680,560,draft_11517254,,draft_11517254,2409,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===858",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Built environment,Wastewater,Tailings pond,Unclassified,Hydrocarbon resource environments,,,,
