Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,NCBI Assembly Accession,NCBI Bioproject Accession,NCBI Biosample Accession,NCBI GenBank ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300002569 assembled JGI24136J36422_100073994,JGI24136J36422_100073994,"Methyl coenzyme M reductase, alpha subunit",3300002569,"Arctic peat soil microbial communities from Barrow, Alaska, USA - Barrow Graham LP Ref core NGADG0011-212 (*) (MER-FS) (assembled)",2,1680,560,JGI24136J36422_10007399,,JGI24136J36422_10007399,3514,0.55,25,"COG4058===Methyl coenzyme M reductase, alpha subunit===855",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA330061,SAMN05421569,,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300002179 assembled JGI24141J26756_10324621,JGI24141J26756_10324621,"Methyl coenzyme M reductase, alpha subunit",3300002179,"Arctic peat soil microbial communities from Barrow, Alaska - Barrow Graham LP Incubations 004-21A (*) (MER-FS) (assembled)",2,1254,418,JGI24141J26756_1032462,,JGI24141J26756_1032462,1375,0.54,44,"COG4058===Methyl coenzyme M reductase, alpha subunit===687",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA330163,SAMN05422267,,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300000103 assembled IMNBL5_10007254,IMNBL5_10007254,"Methyl coenzyme M reductase, alpha subunit",3300000103,Passalidae beetle gut microbial communities from Costa Rica -Larvae (5ML+5BL) v1 (*) (MER-FS) (assembled),2,1665,555,IMNBL5_c1000725,,IMNBL5_c1000725,6527,0.48,46,"COG4058===Methyl coenzyme M reductase, alpha subunit===799",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA337868,SAMN05518512,,Host-associated,Arthropoda: Insects,Gut,Larva,Unclassified,Passalidae beetle gut ,,,,
3300002171 assembled JGI24732J26686_100015810,JGI24732J26686_100015810,"Methyl coenzyme M reductase, alpha subunit",3300002171,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-23 (*) (MER-FS) (assembled)",2,1680,560,JGI24732J26686_1000158,,JGI24732J26686_1000158,45631,0.53,38,"COG4058===Methyl coenzyme M reductase, alpha subunit===859",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366145,SAMN06268378,,Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300002977 assembled soap12_105515211,soap12_105515211,"Methyl coenzyme M reductase, alpha subunit",3300002977,"Biogas reactor microbial communities from Swedish University of Agricultural Sciences, Alnarp, Sweden (*) (MER-FS) (assembled)",2,1446,482,soap12_1055152,,soap12_1055152,13148,0.46,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===797",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Biogas,Anaerobic,Unclassified,Biogas reactor,,,,
3300000838 assembled JGI996J12353_10007254,JGI996J12353_10007254,"Methyl coenzyme M reductase, alpha subunit",3300000838,Passalidae beetle gut microbial communities from Costa Rica -Larvae (5ML+5BL) v2 (version 2) (*) (MER-FS) (assembled),2,1665,555,JGI996J12353_1000725,,JGI996J12353_1000725,6527,0.48,46,"COG4058===Methyl coenzyme M reductase, alpha subunit===799",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA337868,SAMN05518512,,Host-associated,Arthropoda: Insects,Gut,Larva,Unclassified,Passalidae beetle gut ,,,,
3300003541 assembled JGI20214J51650_102270911,JGI20214J51650_102270911,"Methyl coenzyme M reductase, alpha subunit",3300003541,"Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk v4 (version 7) (*) (MER-FS) (assembled)",2,1287,429,JGI20214J51650_10227091,,JGI20214J51650_10227091,1289,0.59,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===636",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA362960,SAMN06251439,,Environmental,Aquatic,Wetlands,Marine,Sediment,Wetland,,,,
3300001482 assembled rank07_100535312,rank07_100535312,"Methyl coenzyme M reductase, alpha subunit",3300001482,Sheep rumen microbial communities from New Zealand - Rank07_low (*) (MER-FS) (assembled),2,1638,546,rank07_10053531,,rank07_10053531,1726,0.4,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===923",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,
3300001529 assembled rank38_100277952,rank38_100277952,"Methyl coenzyme M reductase, alpha subunit",3300001529,Sheep rumen microbial communities from New Zealand - Rank38_high (*) (MER-FS) (assembled),2,1659,553,rank38_10027795,,rank38_10027795,4816,0.37,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===971",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,
3300002163 assembled JGI24707J26582_100083691,JGI24707J26582_100083691,"Methyl coenzyme M reductase, alpha subunit",3300002163,Biogas fermentation microbial communities from Germany - Plant 1 DNA1 (*) (MER-FS) (assembled),2,1515,505,JGI24707J26582_10008369,,JGI24707J26582_10008369,6245,0.58,376,"COG4058===Methyl coenzyme M reductase, alpha subunit===781",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA311382,SAMN04486029,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Biogas fermentantion,,,7.7,
3300002966 assembled JGI24721J44947_100144466,JGI24721J44947_100144466,"Methyl coenzyme M reductase, alpha subunit",3300002966,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (*) (MER-FS) (assembled)",2,1698,566,JGI24721J44947_10014446,,JGI24721J44947_10014446,9461,0.45,28,"COG4058===Methyl coenzyme M reductase, alpha subunit===984",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366136,SAMN06268369,,Environmental,Aquatic,Hot (42-90C),Thermal springs,Unclassified,Hot spring,,,,
3300002504 assembled JGI24705J35276_121716851,JGI24705J35276_121716851,"Methyl coenzyme M reductase, alpha subunit",3300002504,"Neocapritermes taracua P4 segment gut microbial communities from Petit-Saut dam, French Guiana - Nt197 P4 (*) (MER-FS) (assembled)",2,1245,415,JGI24705J35276_12171685,,JGI24705J35276_12171685,1298,0.56,35,"COG4058===Methyl coenzyme M reductase, alpha subunit===593",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366257,SAMN06268357,,Host-associated,Arthropoda: Insects,Gut,Digestive system,Unclassified,Termite gut,,,,
3300002549 assembled JGI24130J36418_100018058,JGI24130J36418_100018058,"Methyl coenzyme M reductase, alpha subunit",3300002549,"Arctic peat soil microbial communities from Barrow, Alaska - Barrow Graham LP Ref core NGADG0002-212 (*) (MER-FS) (assembled)",2,1677,559,JGI24130J36418_10001805,,JGI24130J36418_10001805,7463,0.51,44,"COG4058===Methyl coenzyme M reductase, alpha subunit===880",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA330055,SAMN05422037,,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300001481 assembled rank01_100665891,rank01_100665891,"Methyl coenzyme M reductase, alpha subunit",3300001481,Sheep rumen microbial communities from New Zealand - Rank01_low (*) (MER-FS) (assembled),2,1578,526,rank01_10066589,,rank01_10066589,1581,0.41,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===893",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,
3300003667 assembled LSCM3L_10064441,LSCM3L_10064441,"Methyl coenzyme M reductase, alpha subunit",3300003667,Lithgow State Coal Mine Metagenomic Study (LSCM 3 Late (Sample 2)) (*) (MER-FS) (assembled),2,1335,445,LSCM3L_1006444,,LSCM3L_1006444,2952,0.6,23,"COG4058===Methyl coenzyme M reductase, alpha subunit===672",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Groundwater,Freshwater,Coalbed water,Coalbed water,,,,
3300001368 assembled JGI20225J14565_100003512,JGI20225J14565_100003512,"Methyl coenzyme M reductase, alpha subunit",3300001368,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (*) (MER-FS) (assembled)",2,1713,571,JGI20225J14565_1000035,,JGI20225J14565_1000035,29229,0.42,104,"COG4058===Methyl coenzyme M reductase, alpha subunit===964",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA308495,SAMN04396145,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
3300002462 assembled JGI24702J35022_1000207811,JGI24702J35022_1000207811,"Methyl coenzyme M reductase, alpha subunit",3300002462,"Microcerotermes parvus P4 segment gut microbial communities from Pointe-Noire, Republic of the Congo - Th196 P4 (*) (MER-FS) (assembled)",2,1665,555,JGI24702J35022_10002078,,JGI24702J35022_10002078,12349,0.62,33,"COG4058===Methyl coenzyme M reductase, alpha subunit===808",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366254,SAMN06268354,,Host-associated,Arthropoda: Insects,Hindgut,Digestive system,P4 segment,Termite gut,,,,
3300001096 assembled JGI11944J13513_1000033137,JGI11944J13513_1000033137,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),2,1707,569,JGI11944J13513_1000033,,JGI11944J13513_1000033,149588,0.56,73,"COG4058===Methyl coenzyme M reductase, alpha subunit===880",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA336654,SAMN07138583,,Engineered,Bioremediation,Wastewater,Terephthalate,Unclassified,Wastewater bioreactor,,,,
3300001096 assembled JGI11944J13513_10055966,JGI11944J13513_10055966,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),2,1704,568,JGI11944J13513_1005596,,JGI11944J13513_1005596,6738,0.48,35,"COG4058===Methyl coenzyme M reductase, alpha subunit===883",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA336654,SAMN07138583,,Engineered,Bioremediation,Wastewater,Terephthalate,Unclassified,Wastewater bioreactor,,,,
3300001914 assembled JGI24731J21663_100244810,JGI24731J21663_100244810,"Methyl coenzyme M reductase, alpha subunit",3300001914,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-05 (*) (MER-FS) (assembled)",2,1653,551,JGI24731J21663_1002448,,JGI24731J21663_1002448,11296,0.42,75,"COG4058===Methyl coenzyme M reductase, alpha subunit===1006",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366144,SAMN06268377,,Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300001410 assembled JGI20179J14886_10001131,JGI20179J14886_10001131,"Methyl coenzyme M reductase, alpha subunit",3300001410,"Arctic peat soil microbial communities from Barrow, Alaska - NGEE Surface sample 415-1 deep-072012 (*) (MER-FS) (assembled)",2,1677,559,JGI20179J14886_1000113,,JGI20179J14886_1000113,6045,0.54,22,"COG4058===Methyl coenzyme M reductase, alpha subunit===885",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA330294,SAMN05421916,,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300002966 assembled JGI24721J44947_100226076,JGI24721J44947_100226076,"Methyl coenzyme M reductase, alpha subunit",3300002966,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (*) (MER-FS) (assembled)",2,1659,553,JGI24721J44947_10022607,,JGI24721J44947_10022607,6759,0.48,29,"COG4058===Methyl coenzyme M reductase, alpha subunit===890",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366136,SAMN06268369,,Environmental,Aquatic,Hot (42-90C),Thermal springs,Unclassified,Hot spring,,,,
3300002182 assembled JGI24721J26819_100078609,JGI24721J26819_100078609,"Methyl coenzyme M reductase, alpha subunit",3300002182,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (*) (MER-FS) (assembled)",2,1671,557,JGI24721J26819_10007860,,JGI24721J26819_10007860,9971,0.49,28,"COG4058===Methyl coenzyme M reductase, alpha subunit===899",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366136,SAMN06268369,,Environmental,Aquatic,Hot (42-90C),Thermal springs,Unclassified,Hot spring,,,,
3300002167 assembled JGI24714J26587_100015846,JGI24714J26587_100015846,"Methyl coenzyme M reductase, alpha subunit",3300002167,Biogas fermentation microbial communities from Germany - Plant 4 DNA2 (*) (MER-FS) (assembled),2,1653,551,JGI24714J26587_10001584,,JGI24714J26587_10001584,15777,0.48,123,"COG4058===Methyl coenzyme M reductase, alpha subunit===1022",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA311383,SAMN04486030,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Biogas fermentantion,,,7.8,
3300002963 assembled JGI1652J44930_100007616,JGI1652J44930_100007616,"Methyl coenzyme M reductase, alpha subunit",3300002963,"Feedstock adapted compost microbial communities from Newby Island compost facility, Milpitas, CA, USA - starting DNA (*) (MER-FS) (assembled)",2,1653,551,JGI1652J44930_10000761,,JGI1652J44930_10000761,12425,0.43,36,"COG4058===Methyl coenzyme M reductase, alpha subunit===967",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA337767,SAMN05518096,,Engineered,Solid waste,Composting,Feedstock,Unclassified,Feedstock adapted compost,,,,
3300001869 assembled JGI24147J20444_10094621,JGI24147J20444_10094621,"Methyl coenzyme M reductase, alpha subunit",3300001869,"Arctic peat soil microbial communities from Barrow, Alaska - Barrow Graham LP Incubations 11-33A (*) (MER-FS) (assembled)",2,1299,433,JGI24147J20444_1009462,,JGI24147J20444_1009462,3282,0.48,57,"COG4058===Methyl coenzyme M reductase, alpha subunit===726",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA330169,SAMN05422026,,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300002172 assembled JGI24730J26740_10118121,JGI24730J26740_10118121,"Methyl coenzyme M reductase, alpha subunit",3300002172,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-47 (*) (MER-FS) (assembled)",2,1557,519,JGI24730J26740_1011812,,JGI24730J26740_1011812,2158,0.58,24,"COG4058===Methyl coenzyme M reductase, alpha subunit===819",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366143,SAMN06268376,,Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300002989 assembled JGI24143J45723_10075904,JGI24143J45723_10075904,"Methyl coenzyme M reductase, alpha subunit",3300002989,"Arctic peat soil microbial communities from Barrow, Alaska - Barrow Graham LP Incubations 004-32A (*) (MER-FS) (assembled)",2,1299,433,JGI24143J45723_1007590,,JGI24143J45723_1007590,3665,0.47,35,"COG4058===Methyl coenzyme M reductase, alpha subunit===726",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA330165,SAMN05422029,,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300002125 assembled JGI20165J26630_100102412,JGI20165J26630_100102412,"Methyl coenzyme M reductase, alpha subunit",3300002125,"Cubitermes ugandensis P4 segment gut microbial communities from Kakamega Forest, Kenya - Cu122 P4 (*) (MER-FS) (assembled)",2,1662,554,JGI20165J26630_10010241,,JGI20165J26630_10010241,2763,0.55,35,"COG4058===Methyl coenzyme M reductase, alpha subunit===806",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA405782,SAMN07632889,,Host-associated,Arthropoda: Insects,Gut,Digestive system,Unclassified,Termite gut,,,,
3300001914 assembled JGI24731J21663_10185782,JGI24731J21663_10185782,"Methyl coenzyme M reductase, alpha subunit",3300001914,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-05 (*) (MER-FS) (assembled)",2,1656,552,JGI24731J21663_1018578,,JGI24731J21663_1018578,1946,0.46,53,"COG4058===Methyl coenzyme M reductase, alpha subunit===970",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366144,SAMN06268377,,Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300001866 assembled JGI24729J20445_10030724,JGI24729J20445_10030724,"Methyl coenzyme M reductase, alpha subunit",3300001866,"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-23 (*) (MER-FS) (assembled)",2,1680,560,JGI24729J20445_1003072,,JGI24729J20445_1003072,5473,0.54,38,"COG4058===Methyl coenzyme M reductase, alpha subunit===851",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA366142,SAMN06268375,,Environmental,Aquatic,Groundwater,Deep subsurface,Contaminated,Bioremediated contaminated groundwater,,,,
3300000506 assembled Soeholt_10479512,Soeholt_10479512,"Methyl coenzyme M reductase, alpha subunit",3300000506,"Anaerobic digester microbial communities from Northern Denmark, sample from Soeholt sludge (*) (MER-FS) (assembled)",2,1377,459,Soeholt_1047951,,Soeholt_1047951,2878,0.59,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===764",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Wastewater,Dissolved organics (anaerobic),Nutrient removal,Activated sludge,Anaerobic digester,,,,
3300003432 assembled JGI20214J51088_100547382,JGI20214J51088_100547382,"Methyl coenzyme M reductase, alpha subunit",3300003432,"Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk v3 (version 6) (*) (MER-FS) (assembled)",2,1704,568,JGI20214J51088_10054738,,JGI20214J51088_10054738,2779,0.55,30,"COG4058===Methyl coenzyme M reductase, alpha subunit===856",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA362960,SAMN06251439,,Environmental,Aquatic,Wetlands,Marine,Sediment,Wetland,,,,
3300001749 assembled JGI24025J20009_100133354,JGI24025J20009_100133354,"Methyl coenzyme M reductase, alpha subunit",3300001749,"Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 3 (*) (MER-FS) (assembled)",2,1488,496,JGI24025J20009_10013335,,JGI24025J20009_10013335,4354,0.47,25,"COG4058===Methyl coenzyme M reductase, alpha subunit===364",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA249643,SAMN02809797,,Environmental,Aquatic,Oil seeps,Marine,Unclassified,Marine,,,,
