GeneCart_GenomeID,1,Gene ID,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,,Habitat,NCBI Species
3300005860,assembled,CBMAllContigs1fna_57910,Permanent Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (SPADES assembly) (version 2)",DOE Joint Genome Institute  (JGI),3300005860,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,,Sulfidic aquatic,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico"
3300005573,assembled,CBMAllContigs2fna_130230,Permanent Draft,Hot spring microbial communities from Yellowstone National Park,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (SPADES assembly) (version 2)",DOE Joint Genome Institute  (JGI),3300005573,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,,Hot spring,Hot spring microbial communities from Yellowstone National Park
3300042910,assembled,Cc83DRAFT_10058685,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-052-1 (PacBio)",DOE Joint Genome Institute  (JGI),3300042910,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,,sediment,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States"
3300033150,assembled,Cf135DRAFT_100059283,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 14-16 cm",Michigan State University,3300033150,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,,marine sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"
3300027863,assembled,chempool_10044222,Permanent Draft,Hot spring microbial communities from Yellowstone National Park,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (SPAdes) (version 3)",DOE Joint Genome Institute  (JGI),3300027863,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,,Hot spring,Hot spring microbial communities from Yellowstone National Park
3300050342,assembled,chfe1id_1000019513,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-052-1 ( (v2) (version 2)",DOE Joint Genome Institute  (JGI),3300050342,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,,sediment,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States"
3300043541,assembled,chfe1id_1000041023,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNPCB058",DOE Joint Genome Institute  (JGI),3300043541,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,,Hot spring,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"
3300042965,assembled,chfe1id_100031874,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-052-1 (Illumina)",DOE Joint Genome Institute  (JGI),3300042965,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,,sediment,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States"
3300042910,assembled,chfe1id_1000604812,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-052-1 (PacBio)",DOE Joint Genome Institute  (JGI),3300042910,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,,sediment,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States"
3300033893,assembled,chfec4_1000043339,Permanent Draft,"Hot spring microbial communities from different geyser basins in Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Norris-Mammoth Corridor, Yellowstone National Park, WY, United States - NMC.RSW_S",DOE Joint Genome Institute  (JGI),3300033893,Environmental,Aquatic,Thermal springs,Near-boiling (>90C),Sediment,Environmental,Aquatic,Thermal springs,Near-boiling (>90C),Sediment,,hot spring sediment,"Hot spring microbial communities from different geyser basins in Yellowstone National Park, WY, United States"
3300025546,assembled,codie8draft_1000065186,Permanent Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (SPAdes) (version 3)",DOE Joint Genome Institute  (JGI),3300025546,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,,Sulfidic aquatic,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico"
3300013103,assembled,codie8draft_1000110142,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay9, Core 4571-4, 0-3 cm",DOE Joint Genome Institute  (JGI),3300013103,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,,marine sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"
3300000866,assembled,codie8draft_1000159163,Permanent Draft,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes","Hot spring sediment from Jinze in Tengchong, China",Stanford University,3300000866,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,,Hot springs sediment,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes"
3300034152,assembled,codie8draft_1000159199,Permanent Draft,Hypersaline lacustrine bacterial communities from Kiritimati Island,"Lacustrine bacterial communities from hypersaline Lake 1, Kiritimati Island, Kiribati - 5-22.5 cm","University of Illinois, Urbana-Champaign",3300034152,Environmental,Aquatic,Non-marine Saline and Alkaline,Hypersaline,Sediment,Environmental,Aquatic,Non-marine Saline and Alkaline,Hypersaline,Sediment,,lacustrine,Hypersaline lacustrine bacterial communities from Kiritimati Island
2774012914,assembled,codie8draft_1000332176,,,,,,,,,,,,,,,,,,
3300021468,assembled,codie8draft_1000332212,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-3-4_MG",DOE Joint Genome Institute  (JGI),3300021468,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,,hydrothermal vent microbial mat,Microbial communities from sediments and microbial mats in various locations
3300014911,assembled,codie8draft_1000348121,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay16, Core 4569-2, 12-15 cm",DOE Joint Genome Institute  (JGI),3300014911,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,,marine sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"
2698439613,assembled,codie8draft_101812910,,,,,,,,,,,,,,,,,,
3300033150,assembled,CSTR_10090751,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 14-16 cm",Michigan State University,3300033150,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,,marine sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"
3300033141,assembled,CSTRM36_10052921,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 10-12 cm",Michigan State University,3300033141,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,,marine sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"
3300033141,assembled,CSTRM44_1041723,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 10-12 cm",Michigan State University,3300033141,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,,marine sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"
3300043544,assembled,CSTRM48_10107911,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNPCB070",DOE Joint Genome Institute  (JGI),3300043544,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,,Hot spring,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"
3300005860,assembled,Draft_00017132,Permanent Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (SPADES assembly) (version 2)",DOE Joint Genome Institute  (JGI),3300005860,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,,Sulfidic aquatic,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico"
3300005573,assembled,Draft_00022242,Permanent Draft,Hot spring microbial communities from Yellowstone National Park,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (SPADES assembly) (version 2)",DOE Joint Genome Institute  (JGI),3300005573,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,Environmental,Aquatic,Thermal springs,Hot (42-90C),Unclassified,,Hot spring,Hot spring microbial communities from Yellowstone National Park
3300001446,assembled,Draft_000528727,Permanent Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS",DOE Joint Genome Institute  (JGI),3300001446,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,,Sulfidic aquatic,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico"
2698435729,assembled,Draft_00165191,,,,,,,,,,,,,,,,,,
3300060608,assembled,Draft_00196721,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-058-2021",DOE Joint Genome Institute  (JGI),3300060608,Environmental,Aquatic,Thermal springs,Sediment,Unclassified,Environmental,Aquatic,Thermal springs,Sediment,Unclassified,,Hot spring sediment,
3300056905,assembled,Draft_00413961,Permanent Draft,"Soil microbial communities from Satilla River various tidal marshes, Georgia, USA","Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F2L_60_62",DOE Joint Genome Institute  (JGI),3300056905,Environmental,Terrestrial,Soil,Wetlands,Unclassified,Environmental,Terrestrial,Soil,Wetlands,Unclassified,,Soil,"Soil microbial communities from Satilla River various tidal marshes, Georgia, USA"
3300056902,assembled,draft_10000111105,Permanent Draft,"Soil microbial communities from Satilla River various tidal marshes, Georgia, USA","Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F2L_50_52",DOE Joint Genome Institute  (JGI),3300056902,Environmental,Terrestrial,Soil,Wetlands,Unclassified,Environmental,Terrestrial,Soil,Wetlands,Unclassified,,Soil,"Soil microbial communities from Satilla River various tidal marshes, Georgia, USA"
3300051019,assembled,Draft_10000158124,Permanent Draft,"Soil microbial communities from wetlands in Washington, USA","Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C2_Btm",DOE Joint Genome Institute  (JGI),3300051019,Environmental,Aquatic,Freshwater,Wetlands,Soil,Environmental,Aquatic,Freshwater,Wetlands,Soil,,soil,"Soil microbial communities from wetlands in Washington, USA"
3300050342,assembled,draft_1000023615,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-052-1 ( (v2) (version 2)",DOE Joint Genome Institute  (JGI),3300050342,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,,sediment,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States"
